section,instructor,meeting_times,campus,seat_cap,data_id,course_id
200,"Jin, Byunghoon","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '208', '08/28/2023', '12/15/2023')]",Marist College Campus,20,166857,4
111,"Coletti, Kenneth","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Fifty One Fulton', '134', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168867,5
111,"Wang, Xiaoli","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Fifty One Fulton', '131', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168412,6
200,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '204', '08/28/2023', '12/15/2023')]",Marist College Campus,20,170104,6
111,"Cary, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist College Campus,0,167903,7
111,"Cary, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist College Campus,0,167771,8
111,"Li, Li","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Fifty One Fulton', '133', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168169,9
111,"Freiman, Jamie","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Lowell Thomas', '133', '08/28/2023', '12/15/2023')]",Marist College Campus,20,166859,10
112,"Craven, Michael","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Fifty One Fulton', '208', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168145,11
200,"Niemotko, Tracey","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '09:00 PM', 'Lecture', 'Fifty One Fulton', '204', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168393,12
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168650,13
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168651,13
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168054,14
200,"Costura, Daniel","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Donnelly', '238', '08/28/2023', '12/15/2023')]",Marist College Campus,30,167739,14
721,"Echeverry, Eliza","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",On-Line,30,169029,14
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,167959,15
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168652,16
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168653,16
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,167933,17
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168563,18
200,"Garbellano, John","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '06:30 PM', '09:00 PM', 'Lecture', 'Donnelly', '238', '08/28/2023', '12/15/2023')]",Marist College Campus,30,168984,19
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168654,20
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168655,20
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168656,21
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168657,21
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168544,22
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,167934,23
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168083,23
111,"Abdelrahman, Allaeddin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Fontaine', '303', '08/28/2023', '12/15/2023')]",Marist College Campus,15,166860,24
111,"Abdelrahman, Allaeddin","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '05:00 PM', '06:15 PM', 'Lecture', 'Fontaine', '303', '08/28/2023', '12/15/2023')]",Marist College Campus,15,169185,25
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168658,26
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168659,26
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,167824,27
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168663,28
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168664,29
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168665,29
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168091,30
111,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023'), ('Thursday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023')]",Marist College Campus,0,168228,31
112,"Oakes, Malgorzata","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023'), ('Friday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168230,31
113,"Oakes, Malgorzata","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023'), ('Thursday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168939,31
114,"Lendvay, Elisa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '02:00 PM', '04:45 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023'), ('Monday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168628,31
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168542,31
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,169401,31
200,"Petruccio, Steven","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '136', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168229,31
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168666,32
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168667,32
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168332,33
111,"Rosen, Mandolyn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '12:30 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023'), ('Monday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,14,167884,34
112,"Toonkel, Laura","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023'), ('Friday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,0,167266,34
113,"Barnes, Julia","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023'), ('Thursday', '03:30 PM', '06:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,14,166861,34
114,"Lendvay, Elisa","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '05:00 PM', '08:45 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,14,167081,34
115,"Toonkel, Laura","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Friday', '12:30 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023'), ('Tuesday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,14,169263,34
111,"Rosen, Mandolyn","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '09:30 AM', '12:15 PM', 'Lecture', 'Steel Plant', '119', '08/28/2023', '12/15/2023'), ('Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '119', '08/28/2023', '12/15/2023')]",Marist College Campus,14,166862,35
721,"Bertrand-Dewsnap, Anne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/28/2023', '12/15/2023')]",On-Line,35,169692,36
111,"Walsh-Gallina, Lois","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168425,37
112,"Dewsnap, Terence","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,20,166864,37
113,"Dewsnap, Terence","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,20,166863,37
111,"Dewsnap, Terence","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,20,168565,38
112,"Catandella, Nancy","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,22,169316,38
721,"Bertrand-Dewsnap, Anne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'On-Line', 'None', 'None', '08/28/2023', '12/15/2023')]",On-Line,35,170028,38
111,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '09:30 AM', '01:45 PM', 'Lecture', 'Steel Plant', '134', '08/28/2023', '12/15/2023')]",Marist College Campus,12,166865,39
112,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '09:30 AM', '01:45 PM', 'Lecture', 'Steel Plant', '134', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168904,39
111,"Barnes, Julia","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '11:00 AM', '01:45 PM', 'Lecture', 'Steel Plant', '119', '08/28/2023', '12/15/2023'), ('Thursday', '11:00 AM', '12:15 PM', 'Lecture', 'Steel Plant', '119', '08/28/2023', '12/15/2023')]",Marist College Campus,10,166866,40
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168323,40
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168806,41
111,"Smith, Edward","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday', '11:00 AM', '03:15 PM', 'Lecture', 'Steel Plant', '138', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168564,42
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,169119,42
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168545,43
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168668,44
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168669,44
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168739,45
111,"Duquette, Andrea","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '124', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168231,46
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168738,46
200,"Tanguay, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '123', '08/28/2023', '12/15/2023')]",Marist College Campus,12,169077,46
200,"Grauer, Carl","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Wednesday', '06:30 PM', '09:00 PM', 'Lecture', 'Steel Plant', '121', '08/28/2023', '12/15/2023')]",Marist College Campus,14,169264,47
111,"Dana, Steven","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Wednesday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '124', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168623,48
200,"Tanguay, David","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Thursday', '06:30 PM', '10:15 PM', 'Lecture', 'Steel Plant', '124', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168119,48
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,169127,49
111,"Lempka, Wayne","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Thursday', '05:00 PM', '06:15 PM', 'Lecture', 'Steel Plant', '105', '08/28/2023', '12/15/2023')]",Marist College Campus,20,166867,50
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168342,50
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168660,51
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168661,51
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168662,28
113,"Frieburghaus, Matthew","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '02:00 PM', '03:15 PM', 'Lecture', 'Steel Plant', '123', '08/28/2023', '12/15/2023')]",Marist College Campus,12,167129,52
114,"Qaysi, Paul","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '12:30 PM', '01:45 PM', 'Lecture', 'Steel Plant', '124', '08/28/2023', '12/15/2023')]",Marist College Campus,12,168938,52
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168718,52
190,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",Marist Abroad,0,168719,52
111,"Frieburghaus, Matthew","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Monday,Thursday', '09:30 AM', '10:45 AM', 'Lecture', 'Steel Plant', '123', '08/28/2023', '12/15/2023')]",Marist College Campus,14,168387,53
112,"Qaysi, Paul","[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('Tuesday,Friday', '03:30 PM', '04:45 PM', 'Lecture', 'Steel Plant', '123', '08/28/2023', '12/15/2023')]",Marist College Campus,14,172998,53
180,,"[('days', 'start_time', 'end_time', 'meeting_type', 'building', 'room', 'start_date', 'end_date'), ('None', '', '', 'Lecture', 'None', 'None', '08/28/2023', '12/15/2023')]",LDM Program-Florence,0,168724,54
